Obesity.BMI GENDER Litter cage
-0.429603016927375 M 1 59B
-0.386510546891256 M 3 62C
-0.501139843808465 M 4 37D
-0.471291711058939 F 2 37F
-0.353733717270805 M 1 65C
-0.459709838509124 F 5 55G
-0.324523249643484 F 3 69E
-0.449873323505828 M 3 36D
-0.451997017135684 F 3 59H
-0.452906130454179 M 4 36C
-0.576252727721677 F 2 58F
-0.448428828099434 M 2 59D
-0.476069875553809 M 4 60A
-0.470617063306661 M 1 59B
-0.535182794595808 F 4 63C
-0.43008076623356 M 2 58B
-0.461827897231375 F 5 58G
-0.494154594018443 F 1 54F
-0.460800431429952 M 1 59C
-0.469152325048387 F 2 62E
-0.397314173908845 M 1 65A
-0.378205259014007 M 2 58C
-0.464840409231692 M 1 61B
-0.355577857969176 M 4 63B
-0.421706730629786 F 1 37E
-0.385591624006234 M 1 57B
-0.441766524558755 M 2 58B
-0.538910713413999 F 5 36F
-0.498396714782226 F 2 61D
-0.401913588073227 M 1 62A
-0.424676587296803 M 4 60A
-0.443812338787002 M 4 57C
-0.464840409231692 F 3 72F
-0.488116639021126 M 1 54A
-0.57467419083833 F 4 54E
-0.386249196708923 M 4 57C
-0.393530889766983 M 1 47B
-0.44307166446952 M 4 54C
-0.343597130590801 M 2 61A
-0.460944180564177 M 1 71C
-0.397940008672038 M 4 49D
-0.398266116802174 M 2 60B
-0.5095732785008 F 4 65F
-0.531336174401068 F 2 62E
-0.470321985011807 M 5 36A
-0.48315920971698 F 1 70H
-0.457134555417412 M 1 63A
-0.490329093034193 F 2 61D
-0.477379686433271 M 5 69A
-0.480784864592768 F 4 36E
-0.464565217775626 F 3 59H
-0.461967449155551 F 1 59F
-0.431431627973783 M 1 58A
-0.466574332255837 F 1 54F
-0.435911391909708 F 1 57F
-0.450154116790764 M 1 59C
-0.525741238362966 F 5 36F
-0.514104820972832 F 3 65D
-0.402844933425144 F 1 60E
-0.456797688976278 M 1 63A
-0.441798249200421 F 1 38H
-0.568278938838628 F 1 71E
-0.468967145371727 F 2 58F
-0.360685278546684 M 1 39B
-0.458431127141094 M 2 37A
-0.531336174401068 F 2 69F
-0.449646831745914 M 4 66A
-0.490051138798325 F 1 59G
-0.515302875475779 F 3 59E
-0.402003705613423 M 5 62B
-0.442567676995773 M 2 37H
-0.426709578406198 F 2 52F
-0.396049822397443 F 2 43E
-0.466722019423137 M 1 63A
-0.524288964382994 F 1 65G
-0.528774628357727 F 4 36E
-0.501119573117699 F 3 69E
-0.524117817395886 F 1 63F
-0.444909737372417 F 2 60D
-0.46462888456519 F 1 64F
-0.503155838133233 F 5 58G
-0.429085571426177 M 3 58D
-0.425968732272281 M 5 69A
-0.500828604537263 M 3 45E
-0.452831501758677 M 1 42B
-0.406499434129858 M 6 43B
-0.474629992824477 F 7 48E
-0.449847169853 F 1 65G
-0.372132745065752 M 3 43C
-0.528412286012709 F 1 46D
-0.501139843808465 M 3 48C
-0.460800431429952 M 4 52B
-0.498759015627238 F 2 40D
-0.401346257363949 M 2 38C
-0.491948521714954 F 5 55G
-0.487671437052971 F 2 35H
-0.417928769363368 M 1 59A
-0.4358843423328 M 1 38A
-0.432059191820639 M 6 37B
-0.52514660673616 F 1 59G
-0.432059191820639 M 4 60C
-0.440507143598857 F 4 65F
-0.50460985896925 F 3 65D
-0.425720165190199 M 1 69B
-0.468218859924043 M 1 58A
-0.455162210758403 F 3 62D
-0.459063779155841 M 5 62B
-0.355643050220869 F 3 69G
-0.556302500767287 F 3 61F
-0.454918115382202 M 2 59D
-0.461827897231375 F 1 57G
-0.516114516747433 F 2 58E
-0.361157735350012 M 3 56C
-0.497269495803507 F 3 65D
-0.415569496975755 M 1 59B
-0.444601846906226 F 1 70H
-0.376636781353308 F 2 55D
-0.523619591414255 F 2 37F
-0.50460985896925 F 4 65F
-0.511952953877333 F 3 55E
-0.330360597688626 M 2 55B
-0.492532714930641 M 2 65B
-0.454715701797327 M 1 38A
-0.426254358380507 M 1 57B
-0.468950495244036 F 2 58F
-0.348327420480331 M 1 59A
-0.506655333317223 M 1 59B
-0.434952995182431 M 1 57B
-0.433267971013781 M 1 56A
-0.529943401658669 F 3 59H
-0.451750745465355 M 3 48C
-0.476225717932018 F 2 40D
-0.50078795641929 M 1 54B
-0.363987829748491 M 4 49D
-0.420505836570779 M 4 39D
-0.487469335297903 F 3 47G
-0.53352112188645 F 1 38G
-0.515302875475779 F 1 47F
-0.420423778094975 M 5 40C
-0.486033687872833 F 2 39G
-0.451750745465355 F 3 39E
-0.401913588073227 M 2 49A
-0.461227589289209 M 2 42C
-0.343408593803857 M 1 55C
-0.514458115836954 F 3 48F
-0.478325955858033 F 3 41F
-0.528948424919321 F 4 49H
-0.425312698186956 M 1 69B
-0.512347598844462 F 2 49G
-0.511952953877333 F 5 40F
-0.459709838509124 F 4 69H
-0.457011104888046 M 4 60A
-0.448884850642725 M 1 46B
-0.492114240343666 F 2 46E
-0.475534139353018 M 2 65B
-0.499702524474506 F 2 60D
-0.466574332255837 F 7 48E
-0.49320114801112 M 5 73A
-0.464787519645937 M 2 58B
-0.376427693981479 M 3 69D
-0.473172658108483 F 1 63D
-0.475766200634696 M 3 36D
-0.500417336333157 F 1 60E
-0.507326897574181 F 1 60E
-0.470664052980592 M 5 40C
-0.477800370545149 F 3 72F
-0.409162712780786 F 3 69G
-0.498823601081284 M 6 43B
-0.394071165776842 M 2 41A
-0.392110465011314 M 2 37A
-0.477190847618121 M 4 66A
-0.448029622745728 F 3 59E
-0.427792643831205 M 1 61B
-0.550907468880581 F 2 37F
-0.482946838982446 F 2 60F
-0.496401106171176 M 4 36C
-0.397940008672038 M 2 37H
-0.368068014048612 F 3 69G
-0.559725735673334 F 3 55E
-0.591666123025572 F 4 69H
-0.433956214797518 M 4 36B
-0.454593604877462 F 2 62E
-0.413121343109225 M 4 66A
-0.459906750083268 M 1 63A
-0.51700981161624 F 1 37E
-0.420770690661563 M 1 55A
-0.415042940869277 M 4 63B
-0.54281218849362 F 2 63E
-0.426227163985889 M 5 62B
-0.480609582565484 F 1 60E
-0.446926469362911 M 3 36D
-0.454593604877462 M 4 37D
-0.424630381500019 F 5 58G
-0.487908166417985 M 4 36B
-0.335160776412132 M 2 55B
-0.456559842495697 M 1 65C
-0.390420465960945 M 4 69C
-0.343582346349445 M 2 55B
-0.415668775632469 M 2 59D
-0.470800263726129 M 1 63A
-0.318758762624413 M 3 70B
-0.48752401511943 M 2 60B
-0.455656300621807 F 3 62D
-0.470321985011807 F 2 64G
-0.521077936278983 F 4 36E
-0.490051138798325 M 1 38B
-0.468347330412157 M 6 37B
-0.452879358757329 M 4 69C
-0.478837835934337 F 1 65G
-0.446926469362911 F 2 55D
-0.463351282919065 M 6 37B
-0.327275166523808 M 4 57C
-0.498683936070674 M 1 59C
-0.345259721558905 M 3 62C
-0.531412728749526 F 3 65D
-0.474629992824477 F 5 58G
-0.448904728097291 M 4 63B
-0.426054893264906 F 5 58G
-0.536215939019154 F 2 63E
-0.447244192334845 F 1 37E
-0.507084478097106 F 3 69E
-0.467088322480412 M 1 56A
-0.496809361552046 F 2 37F
-0.511207182252689 F 3 65E
-0.512910062359889 F 3 41F
-0.418317153350898 F 2 52F
-0.416038230764834 M 3 48C
-0.436758796045694 M 4 57C
-0.522222711195012 M 4 36C
-0.469027733287418 M 1 65A
-0.552728040408989 F 3 61F
-0.358252197750346 M 1 57B
-0.411597110584234 F 4 44G
-0.37055159925088 M 3 56B
-0.444909737372417 F 1 57G
-0.489851321703987 M 3 36D
-0.384977876998639 M 1 47C
-0.41504660334451 M 7 41D
-0.464961994300052 M 1 47A
-0.47596467751972 F 3 47G
-0.572355199664127 F 2 63E
-0.500828604537263 F 5 58G
-0.433154671776868 M 1 61C
-0.449041153997377 M 3 70C
-0.440065607707721 F 1 59F
-0.424845150494618 F 3 65E
-0.555497506131058 F 5 36F
-0.342847003749858 F 4 44E
-0.518792378407639 F 3 36G
-0.517017476977947 F 3 65E
-0.532821404917764 F 3 69E
-0.445152048644621 F 1 40E
-0.485925848458479 M 1 56A
-0.488116639021126 M 1 61B
-0.390382537564844 M 4 60A
-0.402844933425144 F 3 59E
-0.528297258256066 F 3 61F
-0.3748162098249 M 1 65C
-0.53631402207062 F 2 58F
-0.561472734233378 F 2 58E
-0.413121343109225 M 3 58D
-0.442169734566962 F 1 64F
-0.602627737844599 F 2 60D
-0.454340818771717 M 4 69C
-0.429766197689983 M 1 65A
-0.531336174401068 F 2 60F
-0.45975828380401 M 2 60B
-0.309984838316908 M 2 61A
-0.52514660673616 F 3 59H
-0.489722979219368 F 2 57D
-0.37596462775958 M 1 55C
-0.424856420670896 M 2 65B
-0.513923902627411 F 2 63E
-0.460800431429952 M 2 60B
-0.45377543203177 M 4 60A
-0.292240630049408 M 3 70B
-0.437836230930322 M 2 55B
-0.414891859185157 M 1 55C
-0.411442479075685 F 2 55D
-0.424162931409019 M 1 57B
-0.447158031342219 F 1 55F
-0.498588992319352 M 2 37H
-0.509696873573109 F 1 59G
-0.497269495803507 F 1 59F
-0.478824264800068 M 1 55A
-0.367976785294594 M 3 56B
-0.411679820086366 M 1 69B
-0.429687696095396 M 4 57C
-0.491167970918904 M 3 56B
-0.432021715020319 M 4 37D
-0.522878745280338 F 3 70F
-0.52514660673616 F 1 57F
-0.498823601081284 F 4 63C
-0.427474087269598 M 1 65A
-0.333492390532794 M 3 69D
-0.510530360614534 F 5 36F
-0.511952953877333 F 2 58E
-0.498588992319352 M 4 36C
-0.541519096521528 F 2 61D
-0.454804113704413 F 4 69H
-0.598766463443511 F 2 54G
-0.450661709531726 M 5 42A
-0.448756172913446 F 5 38F
-0.411438816600452 M 1 41C
-0.487564803518793 M 3 80A
-0.485304703773864 M 3 43C
-0.401346257363949 M 1 39B
-0.362732700444671 M 1 39B
-0.486778288248863 F 1 71D
-0.445656839104665 M 1 38B
-0.314991271381499 M 1 61C
-0.483806665319008 M 3 70C
-0.386546351981233 M 2 49B
-0.486076097372589 F 4 36E
-0.441135282468112 F 6 43G
-0.410429857323344 M 1 40B
-0.320213312036321 M 1 43A
-0.365887914061215 M 2 55B
-0.424273084497634 M 2 61A
-0.41137916622742 F 2 43D
-0.450762155611045 F 1 57E
-0.274859284716622 M 3 70A
-0.5095732785008 F 2 58F
-0.504328332463609 M 2 65B
-0.536667029765971 F 1 60E
-0.467143881129707 M 2 65B
-0.562258072188729 F 3 41F
-0.403692337561129 M 1 40A
-0.524713966400823 F 2 63E
-0.527468782530814 F 2 58E
-0.511657359310516 F 5 40F
-0.500999692300382 F 1 70G
-0.494450132976362 M 3 36D
-0.547280916219076 F 1 40G
-0.492114240343666 F 7 48E
-0.369574926865821 F 1 63F
-0.45283516423391 M 2 46A
-0.496387475450735 F 1 46D
-0.457590093434456 F 6 43G
-0.460897842756548 M 3 58D
-0.457132776022995 F 1 49E
-0.515873843711679 F 1 71D
-0.444838122568966 M 1 38B
-0.554222874374166 F 4 65F
-0.427903232049481 M 4 54C
-0.435112111712151 M 1 70D
-0.389896451544285 F 3 47G
-0.555129682117982 F 2 71F
-0.386878838551479 M 1 40A
-0.449092531119419 F 3 45E
-0.422425676371205 F 7 41G
-0.431363764158987 F 3 70F
-0.485165380388339 F 2 49G
-0.338013561917151 M 1 40B
-0.368352635150941 F 2 43E
-0.485032753224244 F 4 44E
-0.46763008089834 F 3 69G
-0.407699845961194 M 6 43B
-0.427173433410652 M 3 80A
-0.522525737584987 F 1 47F
-0.51315415773609 F 6 43G
-0.487672849390453 M 4 37D
-0.472067776059877 F 2 41E
-0.432517505159329 F 2 48D
-0.532803092850453 F 2 41E
-0.521096333317203 F 1 47F
-0.457430072214225 F 4 79E
-0.507339870331401 F 3 72F
-0.374137093999413 M 3 44A
-0.464840409231692 M 1 42B
-0.348953547981164 M 4 49D
-0.433631625614809 F 4 70E
-0.450183916067668 M 1 47C
-0.50580972194195 F 1 52E
-0.480221337751694 M 1 45A
-0.49429642761928 F 4 54D
-0.355478886740591 M 2 49C
-0.558206707622081 F 3 42D
-0.476316260083433 F 1 49F
-0.512076423654605 F 2 39G
-0.513267868542085 F 4 54D
-0.372346812027887 M 2 49A
-0.419708753434209 M 1 55C
-0.38628092135059 M 1 42B
-0.464209447790658 M 4 37D
-0.48775814466767 F 1 39F
-0.511989402850212 M 1 54A
-0.276297640692967 M 4 49D
-0.531336174401068 F 2 64G
-0.473741514068282 M 1 80C
-0.360556553715136 M 3 62C
-0.444601846906226 M 8 48B
-0.499702524474506 F 1 47D
-0.407864356242154 M 4 38D
-0.442021431169121 M 5 40C
-0.43977607771962 F 6 43G
-0.501555796576508 F 3 70F
-0.381716596708923 M 2 49C
-0.419149682327699 F 1 49E
-0.398019324621834 M 1 59C
-0.472668199861248 M 1 38A
-0.485032753224244 F 1 37E
-0.502149260421593 F 1 63F
-0.359666455965849 M 1 42B
-0.410260626081674 M 4 39D
-0.387014217269033 M 2 38C
-0.464961994300052 F 1 62F
-0.456249952992419 F 3 61F
-0.383984458164745 M 1 45B
-0.464886798302651 F 1 38H
-0.374463202129549 F 2 45D
-0.507742411402957 F 2 52F
-0.528774628357727 F 2 39G
-0.523619591414255 F 4 52D
-0.472067776059877 F 4 44G
-0.361727836017593 M 1 47B
-0.466541529548895 M 2 38C
-0.541362150974351 F 1 49F
-0.413483020724221 M 3 37C
-0.4514820528664 M 2 60B
-0.490490173100146 M 2 42C
-0.447892119288083 F 2 39G
-0.471291711058939 F 4 54D
-0.501139843808465 F 2 40D
-0.377210523813294 M 3 80B
-0.550354454821922 F 1 52E
-0.518792378407639 F 2 60F
-0.454667633120965 F 3 62D
-0.363700204919439 M 1 46B
-0.487469335297903 F 1 62F
-0.376952891261137 M 3 69D
-0.549741514766733 F 3 41F
-0.426863262932311 F 4 36E
-0.454667633120965 F 1 63D
-0.394396952770961 F 7 41G
-0.496549806557988 F 1 71E
-0.468347330412157 M 5 40C
-0.437319335580429 M 1 40B
-0.395729853866921 F 1 42F
-0.478392051476878 M 6 43B
-0.460597188897601 F 1 42F
-0.503948609692398 F 5 43F
-0.412127578533201 M 1 42B
-0.45911422997581 M 1 54A
-0.507326897574181 F 4 79E
-0.449646831745914 F 7 41G
-0.466621832925453 F 1 49F
-0.396404493288452 M 1 41C
-0.397516099920077 M 1 47C
-0.379054664511664 M 7 41D
-0.499861261018596 F 1 45F
-0.455564997890754 F 3 44F
-0.48752401511943 F 1 49E
-0.451214781479949 M 1 71C
-0.372761754055997 M 1 47B
-0.454918115382202 M 6 43B
-0.424353723041073 M 4 54C
-0.450154116790764 M 3 45C
-0.373545569726888 M 3 41B
-0.425968732272281 M 1 80C
-0.401486701774169 M 5 42A
-0.500887976677411 F 3 41F
-0.45911422997581 M 1 45A
-0.332647950287669 M 2 41A
-0.41581191645283 F 2 48D
-0.483190934358646 F 1 42F
-0.407051415904295 M 1 46B
-0.408050471276558 M 7 41D
-0.519673605405126 F 1 45F
-0.537453003437415 F 1 38E
-0.405034825436638 M 2 42C
-0.381409296214553 M 1 47C
-0.588290019527365 F 3 48F
-0.479136545954988 F 2 41E
-0.339312353629778 M 1 39B
-0.339916646852433 M 3 45C
-0.402363264943219 M 3 44A
-0.399874508449237 M 4 39D
-0.522525737584987 F 2 47E
-0.435418700240995 M 4 52B
-0.398823490921885 M 1 70D
-0.508014518083678 F 1 72E
-0.41491031081534 M 1 70D
-0.407168954949324 M 4 39D
-0.478626609716979 M 1 41C
-0.437698874428614 F 3 47G
-0.495425390775658 F 4 54E
-0.457132776022995 F 1 71E
-0.378529769518748 M 3 44A
-0.365755325300636 F 4 49H
-0.464743206143332 M 3 80A
-0.421700684023379 M 2 42C
-0.414973347970818 M 2 39C
-0.381068684205143 M 1 46C
-0.49429642761928 F 3 46F
-0.40858238527815 M 1 54B
-0.449646831745914 F 3 46F
-0.390287044443512 M 3 80B
-0.445459231492482 M 3 70C
-0.394518706751483 M 7 48A
-0.377649024947006 M 3 41B
-0.377853446923905 M 2 42C
-0.558523960761245 F 1 52E
-0.512729481029416 F 1 38E
-0.455666298653068 F 6 46G
-0.391114604721931 F 3 48F
-0.442301354264889 M 1 45A
-0.435418700240995 M 1 80C
-0.517997537341535 F 2 45D
-0.457377196523905 M 5 40C
-0.360065538513815 M 3 45C
-0.456275815114959 M 1 42B
-0.429724915112704 F 5 40F
-0.455931955649724 M 3 39A
-0.548660758473412 F 2 46E
-0.452071534836486 M 1 54A
-0.541490994490617 F 3 72F
-0.502675359192051 F 3 46F
-0.372537281093511 M 1 40A
-0.394207260325306 M 1 45B
-0.50580972194195 F 6 46G
-0.42603832517074 M 4 54C
-0.398823490921885 M 2 39C
-0.426863262932311 M 1 54B
-0.377991756137973 M 1 47B
-0.474629992824477 F 2 42E
-0.531030497299884 M 1 54B
-0.447759964192429 F 3 39E
-0.492443951914216 F 2 48D
-0.352937156844944 M 2 46A
-0.464565217775626 F 1 38H
-0.447892119288083 M 2 46A
-0.503859610483728 F 2 41E
-0.432041517361598 F 1 47F
-0.400200002402936 F 2 39G
-0.490209628526969 F 4 70E
-0.471373215137606 F 2 40D
-0.401729603092759 F 1 71E
-0.485304703773864 F 5 38F
-0.356054411352172 M 3 80B
-0.390458776392724 M 5 73A
-0.482260894372074 M 1 71C
-0.434524956740359 M 3 48A
-0.586521116379026 F 1 71D
-0.421979776726178 M 3 48C
-0.405851507176619 F 1 71D
-0.508352492083741 F 1 38E
-0.445152048644621 F 1 49E
-0.480593817313855 M 5 42A
-0.410675374783994 M 1 40A
-0.436268688912093 F 1 45F
-0.452640444873437 F 3 48F
-0.485032753224244 M 2 41A
-0.403559424176188 F 2 42E
-0.514594079875851 F 1 54F
-0.489722979219368 F 4 79E
-0.421742923344662 M 3 80A
-0.365755325300636 M 8 48B
-0.363687175889545 M 1 44D
-0.462815722665278 F 1 70G
-0.474115744579937 F 5 38F
-0.420683135810597 M 8 48B
-0.343582346349445 M 3 48A
-0.511952953877333 F 1 39F
-0.405851507176619 F 2 43D
-0.49429642761928 F 2 46E
-0.476618889733742 F 6 43G
-0.520092849789386 F 1 46D
-0.363830961105357 M 3 48C
-0.443563849598821 F 4 79E
-0.499821144814839 F 2 49G
-0.397940008672038 M 1 43A
-0.45413114664837 M 5 44C
-0.438625448792469 M 3 39A
-0.434568904034199 M 5 44C
-0.37673560344436 M 2 49C
-0.421700684023379 F 5 43F
-0.497269495803507 M 1 45B
-0.479844113055136 M 2 41A
-0.421742923344662 M 1 45A
-0.452096695129257 F 3 42D
-0.467088322480412 M 1 80D
-0.420683135810597 F 2 47E
-0.505467329069799 F 2 47E
-0.510576734848279 F 2 46E
-0.40608809821635 M 2 38C
-0.350448805302362 M 3 80B
-0.435911391909708 F 1 47D
-0.419149682327699 F 3 39E
-0.431363764158987 F 1 38H
-0.424244023036039 F 3 44F
-0.421706730629786 F 7 41G
-0.473034887846964 F 2 52F
-0.320105539806957 F 1 40B
-0.441480898450529 M 1 54B
-0.341891216980353 M 1 40A
-0.396601657899775 M 1 47B
-0.518765340453303 F 1 47D
-0.464042919269907 F 2 45D
-0.412127578533201 M 4 54C
-0.466574332255837 F 1 39F
-0.43979693169585 M 1 45B
-0.473792689261019 F 5 40F
-0.461969910647041 F 4 70E
-0.423763096485322 M 1 47B
-0.393176218875974 M 1 47B
-0.43734304904862 F 7 41G
-0.438843990310686 F 4 44E
-0.441766524558755 M 4 38D
-0.513923902627411 F 3 39E
-0.456275815114959 F 1 70G
-0.495225871536441 F 3 72F
-0.463757293161681 M 2 46A
-0.559725735673334 F 4 49H
-0.383815365980431 M 1 46C
-0.494850021680094 F 2 47E
-0.499821144814839 F 3 42D
-0.433112070015329 F 4 70E
-0.394560268020657 M 1 46C
-0.476069875553809 F 7 48E
-0.467902744325206 M 1 71B
-0.496401106171176 F 1 39F
-0.460087915420882 F 6 46G
-0.383231955312918 M 8 48B
-0.508014518083678 F 3 42D
-0.516007905908114 F 3 59E
-0.511207182252689 F 2 62E
-0.485336128971254 F 2 60D
-0.434665661187747 F 2 61D
-0.359782306679323 M 3 56B
-0.447493264459523 F 2 60D
-0.443188218674504 F 1 57E
-0.353175725807628 M 2 44B
-0.508163627335427 F 2 48D
-0.501119573117699 F 3 48F
-0.557507201905658 F 2 60D
-0.473645616452416 F 1 40E
-0.385050227505071 M 4 57C
-0.494224186916902 M 1 54A
-0.523619591414255 F 5 38F
-0.476058346345972 F 2 42E
-0.352182518111363 M 2 42C
-0.405186893877742 M 4 63B
-0.460597188897601 F 4 63C
-0.326973636876005 M 2 44B
-0.408185237256594 M 1 47C
-0.468665174709139 M 4 52B
-0.301405845520328 M 4 49D
-0.421742923344662 M 4 39D
-0.476225717932018 M 5 44C
-0.436692597664054 M 4 52B
-0.518589135875288 F 1 49F
-0.578657994737724 F 3 44F
-0.394096669590277 M 1 40A
-0.461967449155551 F 2 42E
-0.425968732272281 M 3 80B
-0.478280920246901 F 1 42F
-0.535278678735702 F 4 54D
-0.48742414133719 F 2 79F
-0.440065607707721 F 1 52E
-0.363152651999615 F 1 38G
-0.462774108151876 F 2 43E
-0.422364608003456 M 3 39A
-0.478392051476878 F 1 71D
-0.394518706751483 F 1 44B
-0.433003753220234 F 2 79F
-0.54207039575966 M 3 43C
-0.524117817395886 F 4 52D
-0.505435604428132 M 1 54A
-0.449229803819296 M 3 41B
-0.514594079875851 M 3 48C
-0.531336174401068 F 1 71E
-0.512184999267859 F 2 43E
-0.529168307827073 F 3 41F
-0.435112111712151 M 5 73A
-0.40560132736846 M 3 80A
-0.532405028123476 F 1 38G
-0.442169734566962 F 3 46F
-0.454543431076344 F 1 42F
-0.393254098277582 M 3 43C
-0.441798249200421 M 3 44A
-0.464244990553643 F 5 43F
-0.441145743433482 M 3 41B
-0.472712135814607 F 2 49G
-0.335861694821652 M 3 70A
-0.488599617112116 F 5 55G
-0.452388899748648 F 2 42E
-0.440393080700788 F 3 39E
-0.362135178065811 M 1 71C
-0.458411847357291 M 6 43B
-0.51376048439828 F 1 70G
-0.454593604877462 F 1 62F
-0.389737524554744 M 1 71C
-0.384473243354101 F 1 59F
-0.563141925297593 F 4 49H
-0.460087915420882 M 1 47A
-0.416955593151841 M 1 57A
-0.415569496975755 M 1 70D
-0.485165380388339 F 1 38E
-0.406024979546347 M 7 41D
-0.485304703773864 F 2 35H
-0.405350331794069 M 1 65A
-0.522503811595707 F 1 57F
-0.369911285071794 M 4 63B
-0.43922832538776 M 2 61A
-0.444452137966294 M 1 65C
-0.477800370545149 M 3 36D
-0.422461369363368 M 1 58A
-0.477207415712288 F 1 77G
-0.524276116826071 F 2 76G
-0.473825454631357 F 2 76G
-0.514676261163044 F 1 77G
-0.461827897231375 F 3 75F
-0.507481418656379 F 2 76G
-0.549798309354286 F 1 77G
-0.400161468665996 F 2 75E
-0.534646231552126 F 4 73D
-0.396263940608446 M 1 74A
-0.459473991837898 F 1 83G
-0.413849516581482 M 1 82D
-0.588289552971727 F 4 80F
-0.377210523813294 M 2 79D
-0.358149241794997 M 2 77B
-0.440542990429358 M 1 81D
-0.378921384862353 M 1 73B
-0.46245672205318 M 1 82B
-0.509564369804672 F 1 85F
-0.360226643780039 M 3 75D
-0.476693167467748 F 4 78F
-0.404513776205687 M 1 85A
-0.458411847357291 M 1 77C
-0.455717330252768 M 2 77D
-0.361727836017593 M 3 75A
-0.427474087269598 M 3 72C
-0.397014289267542 M 1 73B
-0.470645219261037 M 1 82B
-0.416208894983125 M 2 74C
-0.451621981947606 M 3 72C
-0.309984838316908 M 3 75A
-0.476820808853717 M 3 75A
-0.412136321137361 M 3 81B
-0.381415942849977 M 1 82A
-0.457437310647041 M 1 85A
-0.421838871144916 M 2 72A
-0.47381022611366 M 2 71A
-0.411277202410854 M 1 82B
-0.410131531523506 M 2 73C
-0.485624015154984 F 2 84G
-0.461168745785034 M 5 73A
-0.404513776205687 M 2 76C
-0.423170690956978 M 1 83B
-0.429980529979381 M 2 79D
-0.462397997898956 M 1 72B
-0.528082454177869 F 2 73G
-0.513923902627411 F 1 81F
-0.482516286606369 M 1 74A
-0.424268947394387 M 1 73B
-0.473660722610156 F 2 81E
-0.411728293157671 M 4 84D
-0.380211241711606 M 4 79C
-0.395580461099845 M 2 84C
-0.532588226666846 F 2 77E
-0.380469673425214 M 1 81D
-0.507084478097106 F 4 84F
-0.340395744345899 F 2 82E
-0.390185986392382 F 1 85F
-0.388715181591476 M 2 77D
-0.556302500767287 F 2 76E
-0.377210523813294 M 1 80D
-0.397940008672038 M 2 71A
-0.466874579142145 M 2 75B
-0.370692077458204 M 1 71B
-0.427898261554864 M 2 76B
-0.541362150974351 F 4 80E
-0.446949319532722 F 5 83D
-0.362135178065811 M 4 79C
-0.459035190756846 M 1 80D
-0.387780610156916 F 1 83G
-0.48775814466767 F 4 84F
-0.399054835485147 M 1 79B
-0.380292745790273 M 1 81D
-0.407036914426005 M 1 83C
-0.480784864592768 F 1 85F
-0.426709578406198 F 2 82E
-0.421087524333478 M 1 82D
-0.43922832538776 F 5 83D
-0.311952178097377 M 2 76C
-0.486033687872833 F 5 83D
-0.532501990499834 F 3 74E
-0.429687696095396 M 1 85C
-0.438716235980976 M 1 81D
-0.474559037955062 F 2 78G
-0.507084478097106 F 1 72E
-0.427803953392767 M 3 77A
-0.62584210097618 F 4 80E
-0.507339870331401 F 1 72E
-0.421087524333478 M 3 79A
-0.450762155611045 F 4 83E
-0.398823490921885 M 2 72A
-0.40873007244545 M 2 84C
-0.444771157336776 M 2 75B
-0.43332246813221 M 1 72B
-0.479800226290567 F 1 72E
-0.460737213917492 M 3 72C
-0.363651697710262 M 5 81A
-0.397875424765025 M 3 81B
-0.507481418656379 F 4 80F
-0.510576734848279 F 1 72D
-0.465735859143769 M 1 82A
-0.421087524333478 M 1 81D
-0.403977963669355 M 4 84D
-0.402003705613423 M 2 76B
-0.421483330190423 F 4 80E
-0.449873323505828 F 2 76E
-0.490209628526969 F 1 81F
-0.331923259027997 M 1 82A
-0.481971451417513 M 2 73C
-0.386249196708923 M 1 72B
-0.549177753742973 M 1 71B
-0.398668746437554 M 2 72A
-0.449041153997377 M 2 74C
-0.435258808042512 M 1 82B
-0.538910713413999 F 2 84E
-0.541151156694666 F 5 83F
-0.507727401207717 F 4 80E
-0.35285716586364 M 2 76D
-0.460087915420882 F 1 77F
-0.483603382247583 M 3 77A
-0.356163722987512 F 4 84F
-0.405186893877742 M 1 71B
-0.326973636876005 F 2 82E
-0.481133052426762 F 2 81E
-0.591660756031437 F 2 84E
-0.464042919269907 F 1 77F
-0.454396440266139 M 1 82B
-0.461168745785034 M 3 72C
-0.539008245580873 F 4 84F
-0.523412576044384 F 2 81E
-0.471291711058939 F 2 81E
-0.499799259935805 M 3 77A
-0.40840390474974 M 3 81C
-0.369215857410143 M 4 79C
-0.419149682327699 F 3 72F
-0.559984775018879 F 1 72E
-0.394207260325306 F 2 75E
-0.578084796767073 F 5 83F
-0.44021617608011 M 2 84C
-0.489722979219368 F 4 80F
-0.389166084364532 F 2 79F
-0.488846889958531 M 4 74B
-0.500417336333157 F 2 78G
-0.375298434091125 M 3 81B
-0.419505157598323 M 3 72C
-0.471626944176243 F 1 77G
-0.377210523813294 M 1 82D
-0.598766463443511 F 4 80E
-0.431918064785482 M 2 78D
-0.459906750083268 M 1 72B
-0.399492910738645 M 1 85A
-0.469027733287418 M 2 77D
-0.303399846304104 M 1 76A
-0.413322321513422 M 1 85C
-0.526339277389844 F 1 81F
-0.452906130454179 M 2 79D
-0.417234910876472 M 2 84A
-0.412136321137361 M 1 85C
-0.413655653788819 M 2 73C
-0.34188256147155 M 1 85C
-0.45377543203177 F 2 82G
-0.496211890532123 M 4 74B
-0.471981615067251 M 1 74A
-0.498683936070674 F 1 81F
-0.376952891261137 M 2 84A
